style,image,L,a,b,mask_fraction,fallback
Sweater,0863646003.jpg,73.17004385360593,5.4607208891467405,14.107001825839145,0.41655244883040937,false
Sweater,0873276004.jpg,73.42324805764616,4.600830699924007,13.733952744544887,0.33541209795321636,false
Sweater,0795975004.jpg,81.30165085537183,2.5477826477296395,11.816572063128406,0.46189692982456143,false
Sweater,0790645005.jpg,77.75415417655806,0.6738628575358755,6.8210513341272145,0.47057748538011696,false
Sweater,0842302001.jpg,60.87403115544603,12.104555072507331,21.42011408175841,0.4373857821637427,false
Sweater,0846353001.jpg,81.27451013671767,2.8968122305220083,15.135140623863549,0.4033488669590643,false
Sweater,0772785005.jpg,63.32507708809546,12.09039659501347,19.14066582516537,0.4062956871345029,false
Sweater,0763276003.jpg,79.46190715271268,2.7308156461662927,11.688463023587122,0.3644005847953216,false
Sweater,0693246008.jpg,63.060047437501225,12.676895396206943,21.93488962124267,0.40663834064327486,false
Sweater,0775996016.jpg,73.03359834077955,4.822119034782333,15.794226907565983,0.416780884502924,false
Sweater,0811913007.jpg,61.86737869405753,10.667417879735495,24.50419760031825,0.430875365497076,false
Sweater,0824706001.jpg,81.94293338356685,2.685754512132486,14.475340073781854,0.4308296783625731,false
Sweater,0754323004.jpg,64.23773208507147,5.880809468041477,23.768344660382912,0.34996345029239767,false
Sweater,0693243013.jpg,76.5772115999377,0.7160128572083196,10.073635249948047,0.4075749269005848,false
Sweater,0763270003.jpg,83.46926755788526,-0.565921028986177,4.6098499707987,0.4145422149122807,false
Sweater,0705966006.jpg,79.51372658089448,0.3570628530241945,9.407204360715689,0.4227430555555556,false
Sweater,0764563001.jpg,82.10383509064361,-0.13459250429569272,9.703367471531122,0.3567708333333333,false
Dress,0734435004.jpg,47.76008196483322,53.62696951973198,24.99099933428961,0.3049159356725146,false
Dress,0868762002.jpg,49.46772563611341,56.792284920625995,29.46943952320325,0.3257264254385965,false
Dress,0861848004.jpg,48.70219080081678,71.91229235859544,50.8436380331692,0.26683570906432746,false
Dress,0822158003.jpg,45.76785639296387,70.82910498158586,47.46173714169857,0.31873629385964913,false
Dress,0891532002.jpg,58.75191261732166,52.153098345679695,25.680505762224556,0.23855537280701755,false
Dress,0844799001.jpg,45.05019602819133,69.62931394116511,43.139903873091804,0.3159950657894737,false
Dress,0765972001.jpg,46.9944021294234,72.67601931907033,51.31849006055751,0.2085846125730994,false
