style_id,image_path,scale,seed,n_refs,clip_mean_sim,dinov2_mean_sim,clip_p90_limit,dinov2_p90_limit,gate1_pass,clip_max_sim,dinov2_max_sim,clip_gate1b_limit,dinov2_gate1b_limit,gate1b_pass,clone_fails_gate1b,floor_max_sim,floor_limit,integrity_floor_pass,smolvlm_fidelity,smolvlm_gate2_pass,smolvlm_extraction,smolvlm_gate3_answers,smolvlm_gate3_pass,smolvlm_vlm_coherent,florence2_fidelity,florence2_gate2_pass,florence2_extraction,gate2_pass,gate3_pass,gate2_advisory_pass,integrity_style_pass,global_floor_limit
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.15_seed42.png,0.15,42,25,0.8009349274635315,0.6665744435787201,0.9505268812179566,0.8402593493461609,true,0.8350832462310791,0.7986882328987122,0.9740213394165039,0.9010064125061035,true,true,0.7986882328987122,0.7542705535888672,true,0.5666666666666667,true,"{""product_type"": ""Dress."", ""colour_family"": ""Orange."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.2833333333333333,false,"{""product_type"": ""The image shows a light pink dress with a square neckline and long sleeves. The dress has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are puff-sleeved, giving the dress a feminine and elegant look. The background is a plain beige color"", ""colour_family"": ""The image shows a light pink dress with a square neckline and long sleeves. The dress has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are puff-sleeved, giving the dress a feminine and elegant look. The background is a plain beige color"", ""graphical_treatment"": ""The image shows a light pink dress with a square neckline and long sleeves. The dress has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are puff-sleeved, giving the dress a feminine and elegant look. The background is a plain beige color""}",true,true,false,true,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.15_seed43.png,0.15,43,25,0.7442090010643005,0.2807816392183304,0.9505268812179566,0.8402593493461609,true,0.807100236415863,0.42523840069770813,0.9740213394165039,0.9010064125061035,true,true,0.42523840069770813,0.7542705535888672,false,0.85,true,"{""product_type"": ""Dress."", ""colour_family"": ""Red."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image shows a young woman wearing a long, red dress. The dress has a square neckline and short sleeves with puff sleeves. It has a tie waist and a slit on the side, creating a flattering silhouette. The woman is standing in front of a plain beige background and is posing with one hand on her hip and the other hand resting on her thigh. She is wearing strappy heels and has long dark hair styled in loose waves. The overall look is"", ""colour_family"": ""The image shows a young woman wearing a long, red dress. The dress has a square neckline and short sleeves with puff sleeves. It has a tie waist and a slit on the side, creating a flattering silhouette. The woman is standing in front of a plain beige background and is posing with one hand on her hip and the other hand resting on her thigh. She is wearing strappy heels and has long dark hair styled in loose waves. The overall look is"", ""graphical_treatment"": ""The image shows a young woman wearing a long, red dress. The dress has a square neckline and short sleeves with puff sleeves. It has a tie waist and a slit on the side, creating a flattering silhouette. The woman is standing in front of a plain beige background and is posing with one hand on her hip and the other hand resting on her thigh. She is wearing strappy heels and has long dark hair styled in loose waves. The overall look is""}",true,true,true,false,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.25_seed42.png,0.25,42,25,0.8575621008872986,0.6843606078624725,0.9505268812179566,0.8402593493461609,true,0.9080625772476196,0.7855221033096313,0.9740213394165039,0.9010064125061035,true,true,0.7855221033096313,0.7542705535888672,true,0.2833333333333333,false,"{""product_type"": ""Dress."", ""colour_family"": ""Orange."", ""graphical_treatment"": ""Striped.""}",NY,false,true,0.5666666666666667,true,"{""product_type"": ""The image is of a red and white striped dress. The dress has a round neckline and long sleeves with puff sleeves. The skirt of the dress is flared and falls below the knees. It has a belt tied in a bow at the waist, creating a flattering silhouette. The stripes are vertical and the dress appears to be made of a lightweight fabric. The background is a plain beige color."", ""colour_family"": ""The image is of a red and white striped dress. The dress has a round neckline and long sleeves with puff sleeves. The skirt of the dress is flared and falls below the knees. It has a belt tied in a bow at the waist, creating a flattering silhouette. The stripes are vertical and the dress appears to be made of a lightweight fabric. The background is a plain beige color."", ""graphical_treatment"": ""The image is of a red and white striped dress. The dress has a round neckline and long sleeves with puff sleeves. The skirt of the dress is flared and falls below the knees. It has a belt tied in a bow at the waist, creating a flattering silhouette. The stripes are vertical and the dress appears to be made of a lightweight fabric. The background is a plain beige color.""}",false,false,true,true,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.25_seed43.png,0.25,43,25,0.7930394649505615,0.41268442511558534,0.9505268812179566,0.8402593493461609,true,0.8367794156074524,0.5425696969032288,0.9740213394165039,0.9010064125061035,true,true,0.5425696969032288,0.7542705535888672,false,0.85,true,"{""product_type"": ""Dress."", ""colour_family"": ""Red."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image shows a young woman wearing a long, red dress. The dress has a square neckline with puff sleeves and a belt cinching the waist. The skirt of the dress is full and flows down to the floor. The woman is standing in front of a plain grey background and is posing with one hand on her hip and the other hand resting on her thigh. She has long dark hair and is wearing strappy heels. She is looking directly at the camera"", ""colour_family"": ""The image shows a young woman wearing a long, red dress. The dress has a square neckline with puff sleeves and a belt cinching the waist. The skirt of the dress is full and flows down to the floor. The woman is standing in front of a plain grey background and is posing with one hand on her hip and the other hand resting on her thigh. She has long dark hair and is wearing strappy heels. She is looking directly at the camera"", ""graphical_treatment"": ""The image shows a young woman wearing a long, red dress. The dress has a square neckline with puff sleeves and a belt cinching the waist. The skirt of the dress is full and flows down to the floor. The woman is standing in front of a plain grey background and is posing with one hand on her hip and the other hand resting on her thigh. She has long dark hair and is wearing strappy heels. She is looking directly at the camera""}",true,true,true,false,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.35_seed42.png,0.35,42,25,0.8352795743942261,0.6613510417938232,0.9505268812179566,0.8402593493461609,true,0.8937718272209167,0.7506771087646484,0.9740213394165039,0.9010064125061035,true,true,0.7506771087646484,0.7542705535888672,false,0.2833333333333333,false,"{""product_type"": ""Dress."", ""colour_family"": ""Orange."", ""graphical_treatment"": ""Striped.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a red and white striped dress. The dress has a square neckline with puff sleeves and a belt cinching the waist. The stripes are vertical and run horizontally across the dress, creating a striped pattern. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, perfect for a summer day."", ""colour_family"": ""The image is of a red and white striped dress. The dress has a square neckline with puff sleeves and a belt cinching the waist. The stripes are vertical and run horizontally across the dress, creating a striped pattern. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, perfect for a summer day."", ""graphical_treatment"": ""The image is of a red and white striped dress. The dress has a square neckline with puff sleeves and a belt cinching the waist. The stripes are vertical and run horizontally across the dress, creating a striped pattern. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, perfect for a summer day.""}",false,true,true,false,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.35_seed43.png,0.35,43,25,0.8558828902244567,0.7038336169719696,0.9505268812179566,0.8402593493461609,true,0.9130187034606934,0.8365831971168518,0.9740213394165039,0.9010064125061035,true,true,0.8365831971168518,0.7542705535888672,true,0.85,true,"{""product_type"": ""Dress."", ""colour_family"": ""Red."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image shows a red dress hanging on a wooden hanger against a plain white background. The dress has a square neckline with puff sleeves and a tie waist at the waist. It appears to be made of a lightweight fabric and has a flowy skirt that falls to the floor. The hanger is made of wood and is attached to the hanger with a hook."", ""colour_family"": ""The image shows a red dress hanging on a wooden hanger against a plain white background. The dress has a square neckline with puff sleeves and a tie waist at the waist. It appears to be made of a lightweight fabric and has a flowy skirt that falls to the floor. The hanger is made of wood and is attached to the hanger with a hook."", ""graphical_treatment"": ""The image shows a red dress hanging on a wooden hanger against a plain white background. The dress has a square neckline with puff sleeves and a tie waist at the waist. It appears to be made of a lightweight fabric and has a flowy skirt that falls to the floor. The hanger is made of wood and is attached to the hanger with a hook.""}",true,true,true,true,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.35_seed44.png,0.35,44,25,0.8813449549674988,0.7232677972316742,0.9505268812179566,0.8402593493461609,true,0.9366931915283203,0.8472558259963989,0.9740213394165039,0.9010064125061035,true,true,0.8472558259963989,0.7542705535888672,true,0.85,true,"{""product_type"": ""Dress."", ""colour_family"": ""Red."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image shows a red midi dress with puff sleeves and a tie waist. The dress is made of a lightweight fabric and has a flowy silhouette. It has a square neckline and short sleeves that are gathered at the shoulders. The waistline is cinched with a belt that is tied in a bow at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The background is a plain grey color."", ""colour_family"": ""The image shows a red midi dress with puff sleeves and a tie waist. The dress is made of a lightweight fabric and has a flowy silhouette. It has a square neckline and short sleeves that are gathered at the shoulders. The waistline is cinched with a belt that is tied in a bow at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The background is a plain grey color."", ""graphical_treatment"": ""The image shows a red midi dress with puff sleeves and a tie waist. The dress is made of a lightweight fabric and has a flowy silhouette. It has a square neckline and short sleeves that are gathered at the shoulders. The waistline is cinched with a belt that is tied in a bow at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The background is a plain grey color.""}",true,true,true,true,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.35_seed45.png,0.35,45,25,0.8421028065681457,0.7083615016937256,0.9505268812179566,0.8402593493461609,true,0.8933683037757874,0.8113002181053162,0.9740213394165039,0.9010064125061035,true,true,0.8113002181053162,0.7542705535888672,true,0.5666666666666667,true,"{""product_type"": ""Dress."", ""colour_family"": ""Orange."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a pink dress with a square neckline and puff sleeves. The dress has a tie waist at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The overall look is elegant and feminine."", ""colour_family"": ""The image is of a pink dress with a square neckline and puff sleeves. The dress has a tie waist at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The overall look is elegant and feminine."", ""graphical_treatment"": ""The image is of a pink dress with a square neckline and puff sleeves. The dress has a tie waist at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The overall look is elegant and feminine.""}",true,true,true,true,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.35_seed46.png,0.35,46,25,0.845757827758789,0.4366015756130219,0.9505268812179566,0.8402593493461609,true,0.8894250988960266,0.5537752509117126,0.9740213394165039,0.9010064125061035,true,true,0.5537752509117126,0.7542705535888672,false,0.85,true,"{""product_type"": ""Dress."", ""colour_family"": ""Red."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image shows a red dress on a mannequin stand. The dress has a square neckline and short sleeves with puff sleeves. It has a belt tied around the waist, creating a flattering silhouette. The skirt of the dress is knee-length and falls below the knees. The mannequins are standing on a black metal stand with a white background."", ""colour_family"": ""The image shows a red dress on a mannequin stand. The dress has a square neckline and short sleeves with puff sleeves. It has a belt tied around the waist, creating a flattering silhouette. The skirt of the dress is knee-length and falls below the knees. The mannequins are standing on a black metal stand with a white background."", ""graphical_treatment"": ""The image shows a red dress on a mannequin stand. The dress has a square neckline and short sleeves with puff sleeves. It has a belt tied around the waist, creating a flattering silhouette. The skirt of the dress is knee-length and falls below the knees. The mannequins are standing on a black metal stand with a white background.""}",true,true,true,false,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.35_seed47.png,0.35,47,25,0.8681935906410218,0.7404106879234313,0.9505268812179566,0.8402593493461609,true,0.918853223323822,0.8500533699989319,0.9740213394165039,0.9010064125061035,true,true,0.8500533699989319,0.7542705535888672,true,0.5666666666666667,true,"{""product_type"": ""Dress."", ""colour_family"": ""Orange."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a red dress with puff sleeves. The dress has a square neckline and a tie waist at the waist. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The background is a plain"", ""colour_family"": ""The image is of a red dress with puff sleeves. The dress has a square neckline and a tie waist at the waist. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The background is a plain"", ""graphical_treatment"": ""The image is of a red dress with puff sleeves. The dress has a square neckline and a tie waist at the waist. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The background is a plain""}",true,true,true,true,0.7785730004310608
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_dress_dresses-ladies_red_solid\s0.35_seed48.png,0.35,48,25,0.8126577281951904,0.36239748895168306,0.9505268812179566,0.8402593493461609,true,0.8515791296958923,0.4970921277999878,0.9740213394165039,0.9010064125061035,true,true,0.4970921277999878,0.7542705535888672,false,0.85,true,"{""product_type"": ""Dress."", ""colour_family"": ""Red."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image shows a young woman wearing a red midi dress. The dress has a square neckline with puff sleeves and a tie waist at the waist. The skirt of the dress is knee-length and falls below the knees. The woman is wearing strappy heels and has long brown hair styled in loose waves. She is standing in front of a plain grey background and is smiling at the camera."", ""colour_family"": ""The image shows a young woman wearing a red midi dress. The dress has a square neckline with puff sleeves and a tie waist at the waist. The skirt of the dress is knee-length and falls below the knees. The woman is wearing strappy heels and has long brown hair styled in loose waves. She is standing in front of a plain grey background and is smiling at the camera."", ""graphical_treatment"": ""The image shows a young woman wearing a red midi dress. The dress has a square neckline with puff sleeves and a tie waist at the waist. The skirt of the dress is knee-length and falls below the knees. The woman is wearing strappy heels and has long brown hair styled in loose waves. She is standing in front of a plain grey background and is smiling at the camera.""}",true,true,true,false,0.7785730004310608
