style_id,image_path,scale,seed,n_refs,clip_mean_sim,dinov2_mean_sim,clip_p90_limit,dinov2_p90_limit,gate1_pass,clip_max_sim,dinov2_max_sim,clip_gate1b_limit,dinov2_gate1b_limit,gate1b_pass,clone_fails_gate1b,floor_max_sim,floor_limit,integrity_style_pass,global_floor_limit,integrity_floor_pass,arm,smolvlm_fidelity,smolvlm_gate2_pass,smolvlm_extraction,smolvlm_gate3_answers,smolvlm_gate3_pass,smolvlm_vlm_coherent,florence2_fidelity,florence2_gate2_pass,florence2_extraction,gate2_pass,gate2_advisory_pass,gate3_pass
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed42.png,0.35,42,17,0.9083197116851807,0.8239823369418874,0.9664748013019562,0.9041306674480438,true,0.938088595867157,0.8985931277275085,0.9825984597206116,0.9469841361045838,true,true,0.8985931277275085,0.8352220177650451,true,0.7785730004310608,true,matched,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white.""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed43.png,0.35,43,17,0.8932080864906311,0.8371862663942224,0.9664748013019562,0.9041306674480438,true,0.9227361679077148,0.9204578399658203,0.9825984597206116,0.9469841361045838,true,true,0.9204578399658203,0.8352220177650451,true,0.7785730004310608,true,matched,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white, making the sweater stand out."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white, making the sweater stand out."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white, making the sweater stand out.""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed44.png,0.35,44,17,0.904360690537621,0.8360951998654533,0.9664748013019562,0.9041306674480438,true,0.9389216899871826,0.9131505489349365,0.9825984597206116,0.9469841361045838,true,true,0.9131505489349365,0.8352220177650451,true,0.7785730004310608,true,matched,0.0,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white.""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed45.png,0.35,45,17,0.925444294424618,0.829064362189349,0.9664748013019562,0.9041306674480438,true,0.949120283126831,0.90105801820755,0.9825984597206116,0.9469841361045838,true,true,0.90105801820755,0.8352220177650451,true,0.7785730004310608,true,matched,0.5666666666666667,true,"{""product_type"": ""Sweater."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a darker shade of beige and has a small white label with the brand name \""J.Crew\"" written on it. The sleeves are ribbed and have a slightly longer length. The overall style of the outfit is casual and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a darker shade of beige and has a small white label with the brand name \""J.Crew\"" written on it. The sleeves are ribbed and have a slightly longer length. The overall style of the outfit is casual and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a darker shade of beige and has a small white label with the brand name \""J.Crew\"" written on it. The sleeves are ribbed and have a slightly longer length. The overall style of the outfit is casual and comfortable.""}",true,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed46.png,0.35,46,17,0.8859918117523193,0.8164560058537651,0.9664748013019562,0.9041306674480438,true,0.9237649440765381,0.891227126121521,0.9825984597206116,0.9469841361045838,true,true,0.891227126121521,0.8352220177650451,true,0.7785730004310608,true,matched,0.0,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored turtleneck sweater. The sweater has a ribbed texture and appears to be made of a soft, knitted material. It has a high neckline and long sleeves. The color of the sweater is a warm, earthy beige. The background is plain white, making the sweater the focal point of the image."", ""colour_family"": ""The image is of a beige-colored turtleneck sweater. The sweater has a ribbed texture and appears to be made of a soft, knitted material. It has a high neckline and long sleeves. The color of the sweater is a warm, earthy beige. The background is plain white, making the sweater the focal point of the image."", ""graphical_treatment"": ""The image is of a beige-colored turtleneck sweater. The sweater has a ribbed texture and appears to be made of a soft, knitted material. It has a high neckline and long sleeves. The color of the sweater is a warm, earthy beige. The background is plain white, making the sweater the focal point of the image.""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed47.png,0.35,47,17,0.9042657683877384,0.8385045002488529,0.9664748013019562,0.9041306674480438,true,0.9406487345695496,0.9159266352653503,0.9825984597206116,0.9469841361045838,true,true,0.9159266352653503,0.8352220177650451,true,0.7785730004310608,true,matched,0.0,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is high and the sleeves are ribbed, giving the sweater a casual and relaxed look. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly longer than the waistline and"", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is high and the sleeves are ribbed, giving the sweater a casual and relaxed look. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly longer than the waistline and"", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is high and the sleeves are ribbed, giving the sweater a casual and relaxed look. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly longer than the waistline and""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed48.png,0.35,48,17,0.9133614582173964,0.8396260457880357,0.9664748013019562,0.9041306674480438,true,0.954775333404541,0.9191216230392456,0.9825984597206116,0.9469841361045838,true,true,0.9191216230392456,0.8352220177650451,true,0.7785730004310608,true,matched,0.0,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is turtleneck-style and the sleeves are ribbed for added warmth and comfort. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly rolled up at the elbows and"", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is turtleneck-style and the sleeves are ribbed for added warmth and comfort. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly rolled up at the elbows and"", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is turtleneck-style and the sleeves are ribbed for added warmth and comfort. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly rolled up at the elbows and""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed49.png,0.35,49,17,0.8953587518018835,0.8389977707582361,0.9664748013019562,0.9041306674480438,true,0.9277219176292419,0.9189712405204773,0.9825984597206116,0.9469841361045838,true,true,0.9189712405204773,0.8352220177650451,true,0.7785730004310608,true,matched,0.0,false,"{""product_type"": ""T-shirt."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. There is a small label on the front of the sweater with the brand name \""J.Crew\"" written in white. The background is plain white."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. There is a small label on the front of the sweater with the brand name \""J.Crew\"" written in white. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. There is a small label on the front of the sweater with the brand name \""J.Crew\"" written in white. The background is plain white.""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed50.png,0.35,50,17,0.9031939962330986,0.8337929914979374,0.9664748013019562,0.9041306674480438,true,0.9316081404685974,0.9147847294807434,0.9825984597206116,0.9469841361045838,true,true,0.9147847294807434,0.8352220177650451,true,0.7785730004310608,true,matched,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored turtleneck sweater. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted material and has a ribbed texture. The sleeves are ribbed and have a dark brown color. The background is plain white, making the sweater the focal point of the image."", ""colour_family"": ""The image is of a beige-colored turtleneck sweater. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted material and has a ribbed texture. The sleeves are ribbed and have a dark brown color. The background is plain white, making the sweater the focal point of the image."", ""graphical_treatment"": ""The image is of a beige-colored turtleneck sweater. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted material and has a ribbed texture. The sleeves are ribbed and have a dark brown color. The background is plain white, making the sweater the focal point of the image.""}",false,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed51.png,0.35,51,17,0.9188347388716305,0.8319001443245831,0.9664748013019562,0.9041306674480438,true,0.9472322463989258,0.9130327105522156,0.9825984597206116,0.9469841361045838,true,true,0.9130327105522156,0.8352220177650451,true,0.7785730004310608,true,matched,0.5666666666666667,true,"{""product_type"": ""Sweater."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high collar and long sleeves. The sweater appears to be made of a soft, knitted material and has a ribbed texture. The collar is a dark brown color and is slightly curved at the top. The sleeves are ribbed and have a slightly longer length. The overall style of the sweater is casual and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high collar and long sleeves. The sweater appears to be made of a soft, knitted material and has a ribbed texture. The collar is a dark brown color and is slightly curved at the top. The sleeves are ribbed and have a slightly longer length. The overall style of the sweater is casual and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high collar and long sleeves. The sweater appears to be made of a soft, knitted material and has a ribbed texture. The collar is a dark brown color and is slightly curved at the top. The sleeves are ribbed and have a slightly longer length. The overall style of the sweater is casual and comfortable.""}",true,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed52.png,0.35,52,17,0.9069055494140176,0.823555027737337,0.9664748013019562,0.9041306674480438,true,0.941821813583374,0.8977541923522949,0.9825984597206116,0.9469841361045838,true,true,0.8977541923522949,0.8352220177650451,true,0.7785730004310608,true,matched,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",YY,true,true,0.5666666666666667,true,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a dark brown color and is cinched at the waist with a darker brown trim. The sleeves are ribbed and have a slightly longer length. The background is a plain beige color."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a dark brown color and is cinched at the waist with a darker brown trim. The sleeves are ribbed and have a slightly longer length. The background is a plain beige color."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a dark brown color and is cinched at the waist with a darker brown trim. The sleeves are ribbed and have a slightly longer length. The background is a plain beige color.""}",false,true,true
