style_id,image_path,scale,seed,n_refs,clip_mean_sim,dinov2_mean_sim,clip_p90_limit,dinov2_p90_limit,gate1_pass,clip_max_sim,dinov2_max_sim,clip_gate1b_limit,dinov2_gate1b_limit,gate1b_pass,clone_fails_gate1b,floor_max_sim,floor_limit,integrity_style_pass,global_floor_limit,integrity_floor_pass,arm,source_style_id,smolvlm_fidelity,smolvlm_gate2_pass,smolvlm_extraction,smolvlm_gate3_answers,smolvlm_gate3_pass,smolvlm_vlm_coherent,florence2_fidelity,florence2_gate2_pass,florence2_extraction,gate2_pass,gate2_advisory_pass,gate3_pass
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed42.png,0.35,42,25,0.7732632875442504,0.22709953159093857,0.9505268812179566,0.8402593493461609,true,0.7977266907691956,0.3805919885635376,0.9740213394165039,0.9010064125061035,true,true,0.3805919885635376,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed43.png,0.35,43,25,0.7601745676994324,0.28528223395347596,0.9505268812179566,0.8402593493461609,true,0.7843690514564514,0.442253977060318,0.9740213394165039,0.9010064125061035,true,true,0.442253977060318,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white, making the sweater stand out."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white, making the sweater stand out."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white, making the sweater stand out.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed44.png,0.35,44,25,0.7793321442604065,0.24828146010637284,0.9505268812179566,0.8402593493461609,true,0.8068100214004517,0.39112165570259094,0.9740213394165039,0.9010064125061035,true,true,0.39112165570259094,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. The overall style of the sweater is casual and comfortable. The background is plain white.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed45.png,0.35,45,25,0.794893057346344,0.24576456367969512,0.9505268812179566,0.8402593493461609,true,0.8191555142402649,0.38437026739120483,0.9740213394165039,0.9010064125061035,true,true,0.38437026739120483,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Sweater."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a darker shade of beige and has a small white label with the brand name \""J.Crew\"" written on it. The sleeves are ribbed and have a slightly longer length. The overall style of the outfit is casual and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a darker shade of beige and has a small white label with the brand name \""J.Crew\"" written on it. The sleeves are ribbed and have a slightly longer length. The overall style of the outfit is casual and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a darker shade of beige and has a small white label with the brand name \""J.Crew\"" written on it. The sleeves are ribbed and have a slightly longer length. The overall style of the outfit is casual and comfortable.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed46.png,0.35,46,25,0.7560364484786988,0.2358507889509201,0.9505268812179566,0.8402593493461609,true,0.779292106628418,0.36851462721824646,0.9740213394165039,0.9010064125061035,true,true,0.36851462721824646,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored turtleneck sweater. The sweater has a ribbed texture and appears to be made of a soft, knitted material. It has a high neckline and long sleeves. The color of the sweater is a warm, earthy beige. The background is plain white, making the sweater the focal point of the image."", ""colour_family"": ""The image is of a beige-colored turtleneck sweater. The sweater has a ribbed texture and appears to be made of a soft, knitted material. It has a high neckline and long sleeves. The color of the sweater is a warm, earthy beige. The background is plain white, making the sweater the focal point of the image."", ""graphical_treatment"": ""The image is of a beige-colored turtleneck sweater. The sweater has a ribbed texture and appears to be made of a soft, knitted material. It has a high neckline and long sleeves. The color of the sweater is a warm, earthy beige. The background is plain white, making the sweater the focal point of the image.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed47.png,0.35,47,25,0.7713842487335205,0.24163493245840073,0.9505268812179566,0.8402593493461609,true,0.7959693670272827,0.38477638363838196,0.9740213394165039,0.9010064125061035,true,true,0.38477638363838196,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is high and the sleeves are ribbed, giving the sweater a casual and relaxed look. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly longer than the waistline and"", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is high and the sleeves are ribbed, giving the sweater a casual and relaxed look. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly longer than the waistline and"", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is high and the sleeves are ribbed, giving the sweater a casual and relaxed look. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly longer than the waistline and""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed48.png,0.35,48,25,0.7754621601104736,0.24965542256832124,0.9505268812179566,0.8402593493461609,true,0.8021440505981445,0.4018879234790802,0.9740213394165039,0.9010064125061035,true,true,0.4018879234790802,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is turtleneck-style and the sleeves are ribbed for added warmth and comfort. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly rolled up at the elbows and"", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is turtleneck-style and the sleeves are ribbed for added warmth and comfort. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly rolled up at the elbows and"", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a relaxed fit. The neckline is turtleneck-style and the sleeves are ribbed for added warmth and comfort. The color of the sweater is a warm, earthy beige with a subtle brown stripe running down the center of the neckline. The sleeves are slightly rolled up at the elbows and""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed49.png,0.35,49,25,0.7619396662712097,0.2421191132068634,0.9505268812179566,0.8402593493461609,true,0.7883145213127136,0.3887452185153961,0.9740213394165039,0.9010064125061035,true,true,0.3887452185153961,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""T-shirt."", ""colour_family"": ""Brown."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. There is a small label on the front of the sweater with the brand name \""J.Crew\"" written in white. The background is plain white."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. There is a small label on the front of the sweater with the brand name \""J.Crew\"" written in white. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a ribbed knit fabric and has a round neckline. The sleeves are ribbed and have a dark brown color. There is a small label on the front of the sweater with the brand name \""J.Crew\"" written in white. The background is plain white.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed50.png,0.35,50,25,0.7621444606781006,0.23996518790721894,0.9505268812179566,0.8402593493461609,true,0.7841901779174805,0.38727566599845886,0.9740213394165039,0.9010064125061035,true,true,0.38727566599845886,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored turtleneck sweater. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted material and has a ribbed texture. The sleeves are ribbed and have a dark brown color. The background is plain white, making the sweater the focal point of the image."", ""colour_family"": ""The image is of a beige-colored turtleneck sweater. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted material and has a ribbed texture. The sleeves are ribbed and have a dark brown color. The background is plain white, making the sweater the focal point of the image."", ""graphical_treatment"": ""The image is of a beige-colored turtleneck sweater. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted material and has a ribbed texture. The sleeves are ribbed and have a dark brown color. The background is plain white, making the sweater the focal point of the image.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed51.png,0.35,51,25,0.7709118509292603,0.26163559436798095,0.9505268812179566,0.8402593493461609,true,0.7944339513778687,0.39899757504463196,0.9740213394165039,0.9010064125061035,true,true,0.39899757504463196,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Sweater."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high collar and long sleeves. The sweater appears to be made of a soft, knitted material and has a ribbed texture. The collar is a dark brown color and is slightly curved at the top. The sleeves are ribbed and have a slightly longer length. The overall style of the sweater is casual and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high collar and long sleeves. The sweater appears to be made of a soft, knitted material and has a ribbed texture. The collar is a dark brown color and is slightly curved at the top. The sleeves are ribbed and have a slightly longer length. The overall style of the sweater is casual and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high collar and long sleeves. The sweater appears to be made of a soft, knitted material and has a ribbed texture. The collar is a dark brown color and is slightly curved at the top. The sleeves are ribbed and have a slightly longer length. The overall style of the sweater is casual and comfortable.""}",false,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\generated\n9\ladieswear_sweater_knitwear_beige_melange\s0.35_seed52.png,0.35,52,25,0.7660133790969849,0.2445696410536766,0.9505268812179566,0.8402593493461609,true,0.7903645634651184,0.3934657871723175,0.9740213394165039,0.9010064125061035,true,true,0.3934657871723175,0.7542705535888672,false,0.7785730004310608,false,mismatch,Ladieswear || Sweater || Knitwear || Beige || Melange,0.2833333333333333,false,"{""product_type"": ""Turtleneck."", ""colour_family"": ""Beige."", ""graphical_treatment"": ""Solid.""}",NN,false,true,0.2833333333333333,false,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a dark brown color and is cinched at the waist with a darker brown trim. The sleeves are ribbed and have a slightly longer length. The background is a plain beige color."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a dark brown color and is cinched at the waist with a darker brown trim. The sleeves are ribbed and have a slightly longer length. The background is a plain beige color."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater has a ribbed texture and appears to be made of a soft, knitted material. The collar of the sweater is a dark brown color and is cinched at the waist with a darker brown trim. The sleeves are ribbed and have a slightly longer length. The background is a plain beige color.""}",false,false,false
