style,image,crop,deviation,fallback_crop,fallback_full
Sweater,0863646003.jpg,0,0.10168988430760745,false,false
Sweater,0863646003.jpg,1,0.0894422178463543,false,false
Sweater,0863646003.jpg,2,0.05277438271651949,false,false
Sweater,0863646003.jpg,3,0.08654012052958009,false,false
Sweater,0863646003.jpg,4,0.1180059564211837,false,false
Sweater,0863646003.jpg,5,0.08985928348968766,false,false
Sweater,0863646003.jpg,6,0.09454234989232878,false,false
Sweater,0863646003.jpg,7,0.06529331980013522,false,false
Sweater,0873276004.jpg,0,0.04496933385930596,false,false
Sweater,0873276004.jpg,1,0.056655336504593416,false,false
Sweater,0873276004.jpg,2,0.06747604632472592,false,false
Sweater,0873276004.jpg,3,0.01687321011789815,false,false
Sweater,0873276004.jpg,4,0.05702096087783262,false,false
Sweater,0873276004.jpg,5,0.05430898119567055,false,false
Sweater,0873276004.jpg,6,0.06714695469558267,false,false
Sweater,0873276004.jpg,7,0.01968766518548573,false,false
Sweater,0795975004.jpg,0,0.022269742360872053,false,false
Sweater,0795975004.jpg,1,0.030092965044871363,false,false
Sweater,0795975004.jpg,2,0.01778578105151665,false,false
Sweater,0795975004.jpg,3,0.010168967429700922,false,false
Sweater,0795975004.jpg,4,0.023522733017879462,false,false
Sweater,0795975004.jpg,5,0.015496954504082333,false,false
Sweater,0795975004.jpg,6,0.02727471046954517,false,false
Sweater,0795975004.jpg,7,0.02181668982777814,false,false
Sweater,0790645005.jpg,0,0.07208379840627016,false,false
Sweater,0790645005.jpg,1,0.07606841085056722,false,false
Sweater,0790645005.jpg,2,0.06149238812152584,false,false
Sweater,0790645005.jpg,3,0.056218381934726835,false,false
Sweater,0790645005.jpg,4,0.07057029924271326,false,false
Sweater,0790645005.jpg,5,0.0642413502134337,false,false
Sweater,0790645005.jpg,6,0.07137675195567939,false,false
Sweater,0790645005.jpg,7,0.06917155986786248,false,false
Sweater,0842302001.jpg,0,0.09969430231584148,false,false
Sweater,0842302001.jpg,1,0.12645717081570043,false,false
Sweater,0842302001.jpg,2,0.10290917898865466,false,false
Sweater,0842302001.jpg,3,0.12727709699377235,false,false
Sweater,0842302001.jpg,4,0.14003906103559827,false,false
Sweater,0842302001.jpg,5,0.15425845409159927,false,false
Sweater,0842302001.jpg,6,0.1444822291044833,false,false
Sweater,0842302001.jpg,7,0.08542028033479611,false,false
Sweater,0846353001.jpg,0,0.03877433262192956,false,false
Sweater,0846353001.jpg,1,0.07476927034213601,false,false
Sweater,0846353001.jpg,2,0.04137550576531159,false,false
Sweater,0846353001.jpg,3,0.04388817872308483,false,false
Sweater,0846353001.jpg,4,0.07064890124475824,false,false
Sweater,0846353001.jpg,5,0.00687049781651842,false,false
Sweater,0846353001.jpg,6,0.004318648494630378,false,false
Sweater,0846353001.jpg,7,0.07542751955845504,false,false
Sweater,0772785005.jpg,0,0.09127330796657912,false,false
Sweater,0772785005.jpg,1,0.061427722009457404,false,false
Sweater,0772785005.jpg,2,0.13423647892508328,false,false
Sweater,0772785005.jpg,3,0.16294096048371154,false,false
Sweater,0772785005.jpg,4,0.17906525873370532,false,false
Sweater,0772785005.jpg,5,0.05576637875700756,false,false
Sweater,0772785005.jpg,6,0.1758537203825596,false,false
Sweater,0772785005.jpg,7,0.21411091256084153,false,false
Sweater,0763276003.jpg,0,0.1119349105935968,false,false
Sweater,0763276003.jpg,1,0.11026423995626604,false,false
Sweater,0763276003.jpg,2,0.060482527375578916,false,false
Sweater,0763276003.jpg,3,0.10943369982574296,false,false
Sweater,0763276003.jpg,4,0.10615393984953811,false,false
Sweater,0763276003.jpg,5,0.06377978895650056,false,false
Sweater,0763276003.jpg,6,0.10184726259910576,false,false
Sweater,0763276003.jpg,7,0.060254258001142785,false,false
Sweater,0693246008.jpg,0,0.08052050118449365,false,false
Sweater,0693246008.jpg,1,0.10523958593489734,false,false
Sweater,0693246008.jpg,2,0.07763353193260866,false,false
Sweater,0693246008.jpg,3,0.059740213625942264,false,false
Sweater,0693246008.jpg,4,0.10843717280059614,false,false
Sweater,0693246008.jpg,5,0.09675695965312302,false,false
Sweater,0693246008.jpg,6,0.06271777492057265,false,false
Sweater,0693246008.jpg,7,0.05019262372730892,false,false
Sweater,0775996016.jpg,0,0.13281514493971028,false,false
Sweater,0775996016.jpg,1,0.08048983264289362,false,false
Sweater,0775996016.jpg,2,0.0756411692809541,false,false
Sweater,0775996016.jpg,3,0.06630708373495396,false,false
Sweater,0775996016.jpg,4,0.09154546270690012,false,false
Sweater,0775996016.jpg,5,0.10241219284253787,false,false
Sweater,0775996016.jpg,6,0.07897958708220848,false,false
Sweater,0775996016.jpg,7,0.14595813578038977,false,false
Sweater,0811913007.jpg,0,0.04461349098842267,false,false
Sweater,0811913007.jpg,1,0.08692566123430409,false,false
