style,image,L,a,b,mask_fraction,fallback
Sweater,0863646003.jpg,73.13031538235496,5.479571243773731,14.127069751779308,0.4138340643274854,false
Sweater,0873276004.jpg,73.41463854567685,4.606188005827481,13.74134467227177,0.3308890716374269,false
Sweater,0795975004.jpg,81.29785341596148,2.5541614259007304,11.857745912584642,0.4442616959064328,false
Sweater,0790645005.jpg,77.76312201217603,0.6734093508990339,6.81887833425209,0.4676763523391813,false
Sweater,0842302001.jpg,60.73666153744794,12.151348912809178,21.473128327657385,0.4393731725146199,false
Sweater,0846353001.jpg,81.2235326834526,2.9328527748224635,15.199208217137379,0.39871162280701755,false
Sweater,0772785005.jpg,63.31981255180714,12.093539232102373,19.141325582698162,0.40652412280701755,false
Sweater,0763276003.jpg,79.44818858576903,2.7340072940174482,11.698555211633,0.35464638157894735,false
Sweater,0693246008.jpg,62.97979020085723,12.716341948295968,21.977193263847155,0.4081688596491228,false
Sweater,0775996016.jpg,73.03231448014587,4.822476359125342,15.791763981726124,0.41390259502923976,false
Sweater,0811913007.jpg,61.851858105519526,10.674125611127526,24.511477269080146,0.432108918128655,false
Sweater,0824706001.jpg,81.89776350284461,2.705040543349432,14.52853281348772,0.4195221125730994,false
Sweater,0754323004.jpg,64.23749214360984,5.883561021045466,23.770922497748302,0.3487984283625731,false
Sweater,0693243013.jpg,76.56429816182809,0.7140344298177469,10.09573325207896,0.40131578947368424,false
Sweater,0763270003.jpg,83.67199568613623,-0.32903348657103093,3.939038868728482,0.00020559210526315788,true
Sweater,0705966006.jpg,79.39784940026642,0.37535009090184845,9.441685954767962,0.4010188230994152,false
Sweater,0764563001.jpg,81.98064074263833,-0.09471725115537405,9.762043361372609,0.2694170321637427,false
Dress,0734435004.jpg,47.76848220573052,53.599073900061285,24.971005220811858,0.30918768274853803,false
Dress,0868762002.jpg,49.47890881627394,56.73347315016465,29.420985037899868,0.3309119152046784,false
Dress,0861848004.jpg,48.73558736545069,71.8560630170261,50.79872077050565,0.27521929824561403,false
Dress,0822158003.jpg,45.760806946210735,70.8185589042666,47.454716609692554,0.31805098684210525,false
Dress,0891532002.jpg,59.35325114533978,51.60699195408217,25.280420060175594,0.23060581140350878,false
Dress,0844799001.jpg,45.0282523596181,69.58158844861408,43.09996511848729,0.3240816885964912,false
Dress,0765972001.jpg,45.95196146744325,71.54727629940525,50.494347087161536,0.2165798611111111,false
Dress,0806516002.jpg,35.89933994040538,57.03790918149634,27.92651744214801,0.3007355628654971,false
Dress,0763868001.jpg,46.58847991685178,70.09033076449664,47.577744228025836,0.2868238304093567,false
Dress,0786022008.jpg,21.883994108062634,33.048477715689096,7.8352329002776475,0.3895741959064328,false
Dress,0763468005.jpg,40.78551013154095,65.63834544302888,40.473895320541416,0.30434484649122806,false
Dress,0717849004.jpg,69.98137291735505,43.79453345177953,19.39622061214388,0.2134502923976608,false
Dress,0743803003.jpg,47.24015981259323,65.40509829984619,32.381362888988164,0.19266264619883042,false
Dress,0641187004.jpg,50.12730127418884,39.26124452161788,14.558634632030802,0.26870888157894735,false
Dress,0854232002.jpg,64.56579950868256,53.10108025908346,26.52121738153015,0.21717379385964913,false
Dress,0926277002.jpg,24.72357561766419,20.79992208256465,4.185578836564749,0.28152412280701755,false
Dress,0719686001.jpg,52.28044112211799,43.76983735116507,18.958848206363296,0.1952439692982456,false
Dress,0812683006.jpg,44.277876807875366,68.95406194826423,42.90936699822835,0.27023940058479534,false
Dress,0803582001.jpg,47.21712742285372,72.8468733628348,51.57539227150016,0.30477887426900585,false
Dress,0853376002.jpg,44.61146131727892,69.38443959169776,43.756244502623744,0.45741959064327486,false
Dress,0542435001.jpg,53.62614613412506,71.3777811930795,56.246330119191676,0.6212713068181818,false
Dress,0822044001.jpg,26.607947772809908,26.953582874428744,8.375888043102062,0.3397295321637427,false
Dress,0771537001.jpg,37.230718243408674,61.40314899298744,28.945324930929782,0.22893823099415206,false
Dress,0760214005.jpg,40.833463828007815,65.65000118159132,40.56013999179367,0.38511970029239767,false
Dress,0803518003.jpg,34.29794886720947,58.00749390792357,32.96796920411412,0.3028371710526316,false
Top,0819520002.jpg,92.42079226844622,0.42518229880580694,-2.155146291223892,0.0,true
Top,0898918001.jpg,93.2055403120114,0.4028700719937026,-2.029713458758838,0.0,true
Top,0714493002.jpg,91.54369899410614,1.367169346754672,-2.709956018676633,0.0,true
Top,0316441005.jpg,93.18082659238878,0.20532592401503952,-0.5246395867593434,0.0,true
Top,0784926002.jpg,92.84481092030413,0.3940016377511533,-2.0363636258774878,0.0,true
Top,0681657002.jpg,92.79729806505195,1.0932865162209957,0.9690944084504043,0.0,true
Top,0828050001.jpg,91.26204846865362,1.201803127455223,-2.3086495308351136,0.0,true
Top,0768931001.jpg,92.59098237808418,0.5666801455329412,-2.5383959566284604,0.0,true
Top,0767813002.jpg,92.07057309075647,1.206528339860908,-2.3122758188958303,0.0,true
Top,0827428006.jpg,91.33658046509767,1.2280861119076243,-2.30183072975588,0.0,true
Top,0767925005.jpg,93.8094403053562,0.38822579006904145,-2.0593451092553066,0.0,true
Top,0917843002.jpg,91.23517196696076,0.40314674670497236,-2.056200030292142,0.0,true
Top,0928461002.jpg,91.11453207553114,0.5475548439686235,-2.4421815216961074,0.0,true
Top,0685347002.jpg,93.49978045077731,0.38222481213325193,-2.0435290256634686,0.0,true
Top,0611024002.jpg,94.28888970736486,0.35327945210418843,-0.959532054277597,0.0,true
Top,0767225001.jpg,94.72048563058246,0.38101990311689615,-2.0378406462449656,0.0,true
Top,0575141005.jpg,92.66886816131694,1.6973304113394765,-2.8268645039853437,0.0,true
Top,0732114002.jpg,91.09271779384358,1.0620882738137496,1.0910518039863129,0.0,true
Top,0549639003.jpg,96.47310117280921,0.36514581107987887,-0.9765062885833405,0.0011239681603773585,true
Bikini top,0832330003.jpg,47.13250512417048,35.69326863862376,49.88123574180274,0.16365131578947367,false
Bikini top,0776237021.jpg,35.77979078068294,2.1356029294712418,3.2617091889872967,0.1126187865497076,false
Bikini top,0833500001.jpg,47.56652298036627,32.932839655660445,46.076989081762,0.16513614766081872,false
Bikini top,0736581001.jpg,91.37212739447271,0.14360103505930866,1.2159819580373465,0.26770376461988304,false
Bikini top,0687034009.jpg,42.2023149839188,32.5907320804838,20.09937776349313,0.15401133040935672,false
Bikini top,0510314002.jpg,99.44443036714821,0.18545514920743145,0.2043671948506578,0.4655801741803279,false
Bikini top,0717538003.jpg,60.6388558308114,42.141437400649345,35.75560712653894,0.14932839912280702,false
Bikini top,0497247003.jpg,64.6525850921168,31.60529973334672,19.84594050029202,0.25569957386363634,false
Underwear bottom,0592614002.jpg,49.287552056493645,71.01078930072703,37.701134357223786,0.23551764455782312,false
Underwear bottom,0634669009.jpg,19.642711850200513,23.45996455766723,3.1703283574820214,0.26800073099415206,false
Underwear bottom,0562613009.jpg,16.899630882190948,22.09836090053902,-0.20439066080094168,0.40316611842105265,false
Underwear bottom,0803969001.jpg,17.39588609787012,11.508068611405355,-0.4145692468076061,0.3228938230994152,false
